tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,plot
tt0004472,movie,The Pipes o' Pan,The Pipes o' Pan,1914,\N,"Drama,Short",,,nm0208657,"Stephen Arnold, a painter, dreams of a beautiful love scene in a forest involving a faun and a wood-nymph that is interrupted by the daughter of Pan. In the dream, Pans daughter lures the faun away from his beloved wood-nymph with her magic flute. When he awakens from his dream, he decides to capture the image of Pans daughter on canvas and goes in search of a suitable model. He meets Caprice, a dancer who strangely resembles Pans daughter as seen in his dream. Stephen convinces the girl to pose for him and he soon becomes entranced by her. His wife Marian becomes jealous at her husbands neglect of her and she strikes up a relationship with Arthur Farrell, her husbands best friend. Farrell falls in love with Marian and makes advances towards her, but she keeps him at arms length.After the painting is finished, Stephen is unable to give Caprice up and he is drawn into a passionate love scene with the young woman. Totally disgusted at her husbands behavior, Marian has decided to leave him at this point and run off with Farrell, and she goes to her husbands studio to tell him. There she finds the completed painting of Caprice, and in a rage, she slashes it to tatters. With the painting destroyed, Caprices strange hold over Stephen is suddenly broken. The repentant artist returns home to his forgiving wife and they are reunited."
tt0004488,movie,The Price He Paid,The Price He Paid,1914,\N,\N,,,nm0569261,"This film depicts the evolution of a man as he betrays all of the people he knows, eventually dying from syphilis in a padded cell."
tt0004499,movie,The Property Man,The Property Man,1914,28,"Comedy,Short",5.6,936.0,nm0000122,"Charlie is in charge of stage props at a vaudeville theater. These are the performances for tonight:The Goo-Goo Sisters: two young women dancingGarlico in “Feets of Strength”: a strong-man (Garlico) aided by his bride""Sorrow"": a drama performed by a man and a woman.The woman from “Sorrow” decides to take the star’s dressing room, which Garlico has claimed by drawing his caricature on the wall. When his bride appears, an argument begins over who gets the room. The dressing-room issue is resolved when Garlico knocks out the man from “Sorrow” and gets the room for himself.Next, Charlie has to move Garlico’s trunk, but he falls onto the ground due to the heavy weight. When he gets up, he starts chatting happily with the Goo-Goo Sisters. Garlico finds him idling and makes him go back to work.Charlie makes his old colleague lift the trunk, causing the latter to fall onto the ground with the trunk on top of him. While Charlie is trying to lift it off, Garlico’s bride summons Charlie and they start flirting. Garlico finds out and angrily throws Charlie back onto the old man. Eventually Charlie calls for help in lifting the trunk, which Garlico easily lifts off.Back in the dressing room, Garlico makes his bride ask Charlie to sew up his tights. Meanwhile, the matinee begins.During the Goo-Goo Sisters’ performance, the old man and Charlie start fighting, which is interrupted when Garlico’s bride asks Charlie for the tights. Realising he has forgotten about them, Charlie tries to postpone Garlico’s performance, but the confused old man asks Garlico to come over to the stage and pulls up the backdrop, thus revealing a sight of him without his tights. The audience burst into laughter, but Garlico begins his performance anyway. In the wings, Charlie and his old colleague fight and the latter accidentally knocks out Garlico’s bride, prompting Charlie to step in as Garlico’s assistant. Proving to be an unhelpful assistant, he goes backstage while Garlico continues to flop on stage.Garlico’s performance is disrupted when the old man suddenly pulls down the backdrop for “Sorrow”. Frustrated, he leaves the stage and throws a tantrum. He starts attacking Charlie, who then kicks him in the rear.When “Sorrow” begins, a member of the audience (portrayed by Mack Sennett) boos and leaves, while Charlie and Garlico’s fight disrupts the onstage performance. Eventually Charlie pulls out a hose and squirts water over everyone."
tt0004504,movie,The Pursuit of the Phantom,The Pursuit of the Phantom,1914,50,Drama,,,nm0098376,
tt0004505,movie,The Quack,The Quack,1914,27,"Comedy,Drama,Short",,,nm0717468,"Professor Rafał Wilczur (Jerzy Bińczycki) was a successful surgeon in Poland in the early 20th century, whose wife leaves him with their small daughter for another man. Wilczur meets a man named Samuel who asks Wilczur to help him financially. The two men go to a bar and get drunk. Wilczur gets robbed and beaten up and loses his memory after hitting his head. Suffering from amnesia, he ends up in a small village, working as a farm laborer for years and is known there as Kosiba. He eventually starts healing the other villagers, and performs surgery on an injured young woman Maria (Anna Dymna). The existing doctor in the area (Andrzej Kopiczyński) sues Wilczur for using the doctors surgical instruments. In court for this case, he is recognized as the missing famous surgeon by an expert witness Dobraniecki in the case (Piotr Fronczewski), and he then begins to regain his memory. He then realizes that the young woman he saved is his daughter, and the two are reunited. He is told that his former wife died of tuberculosis shortly after leaving him, and the daughter ended up in an orphanage. Maria then marries Leszek (Tomasz Stockinger), the son of a local nobleman."
tt0004511,movie,A Ranch Romance,A Ranch Romance,1914,\N,"Short,Western",,,\N,"John Preston, a ranch owner, owes a fortune to Don Jose Praz. The Dons son, Raphael Praz (Chaney), steals some of Prestons cattle with the aid of an accomplice. Raphael loves John Prestons daughter Kate and urges his father to win Prestons consent to their marriage. Kate however is in love with the ranchs foreman, Jack Deering, and her father refuses to intervene.Desperate, Raphael kidnaps the girl and brings her to a lonely cabin in the woods. Kate fights him, but her strength is no match for the villain.  Meanwhile, the girls horse has returned home to the ranch by itself. Jack, accompanied by the other cowboys, trails Raphael to the cabin and kills him in a death duel."
tt0004527,movie,Remember Mary Magdalen,Remember Mary Magdalen,1914,20,"Drama,Short",,,nm0245385,"Repenting of a foolish mistake she made in her youth, a fallen woman returns to her home town planning to settle down, only to find that her parents have died. As she walks through the streets, the villagers shun her and news quickly spreads that the repentant sinner has returned. The citizens call upon their new minister to force the woman to leave town. When he delivers their message, she refuses to leave her parents house and he is touched by the sincerity of her repentance, and develops strong feelings for her. Meanwhile, a mob gathers to drive her out of the village. The woman bravely steps outside to meet them, but they jeer and throw stones at her until the minister steps in to protect her. A half-witted orphan (Chaney) tries to defend the woman, but he is hit in the head with a brick and killed. Shocked at the young mans death, the crowd disperses, and the minister and the woman find happiness together."
tt0004537,movie,Rip Van Winkle,Rip Van Winkle,1914,\N,"Drama,Fantasy",5.6,39.0,\N,"Rip Van Winkle, a Dutch-American man with a habit of avoiding useful work, lives in a village at the foot of New Yorks Catskill Mountains in the years before the American Revolution. One day, he goes squirrel hunting in the mountains with his dog Wolf to escape his wifes nagging. As evening falls, he hears a voice calling his name and finds a man dressed in antiquated Dutch clothing and carrying a keg. Rip helps the man carry his burden to a cleft in the rocks from which thunderous noises are emanating; the source proves to be a group of ornately-dressed (seemingly of distinctly colonial Dutch outfit) and bearded men playing nine-pins. Not asking who these men are or how they know his name, Rip joins them in drinking flagons of alcohol from the keg he has helped carry and soon becomes so intoxicated that he falls asleep. Rip awakens on a sunny morning, at the spot where he first saw the keg-carrier, and finds that many drastic changes have occurred; his beard is a foot long and has turned gray, his musket is badly deteriorated, and Wolf is nowhere to be found. Returning to his village, he discovers it to be larger than he remembers and filled with people in unfamiliar clothing, none of whom recognize him. When asked how he voted in the election that has just been held, he declares himself a loyal subject of King George III, unaware that the American Revolution has taken place in his absence. He learns that many of his old friends were either killed in the war or have left the village, and is disturbed to find a young man who shares his name, mannerisms, and younger appearance. A young woman states that her father is Rip Van Winkle, who has been missing for 20 years, and an old woman recognizes him as Rip. The young woman and the young Rip are his children, and the former has named her infant son after him as well. Rip discovers that his wife has been dead for some time, but is overall not saddened by the news. He learns via a village elder that the men he met in the mountains are rumored to be ghosts of the crew of the Halve Maen (Half-Moon), captained by English sea explorer Henry Hudson. His daughter takes him into her home, and he soon resumes his usual idleness (unconcerned by the major political changes during his slumber) and begins telling his story to every stranger who visits the village. The tale is solemnly taken to heart (despite some assuming him to be insane) by the settlers, particularly by the children who say that, whenever thunder is heard, the men in the mountains must be playing nine-pins."
tt0004537,movie,Rip Van Winkle,Rip Van Winkle,1914,\N,"Drama,Fantasy",5.6,39.0,\N,"Rip Van Winkle, a Dutch-American man with a habit of avoiding useful work, lives in a village at the foot of New Yorks Catskill Mountains in the years before the American Revolution. One day, he goes squirrel hunting in the mountains with his dog Wolf to escape his wifes nagging. As evening falls, he hears a voice calling his name and finds a man dressed in antiquated Dutch clothing and carrying a keg. Rip helps the man carry his burden to a cleft in the rocks from which thunderous noises are emanating; the source proves to be a group of ornately-dressed (seemingly of distinctly colonial Dutch outfit) and bearded men playing nine-pins. Not asking who these men are or how they know his name, Rip joins them in drinking flagons of alcohol from the keg he has helped carry and soon becomes so intoxicated that he falls asleep. Rip awakens on a sunny morning, at the spot where he first saw the keg-carrier, and finds that many drastic changes have occurred; his beard is a foot long and has turned gray, his musket is badly deteriorated, and Wolf is nowhere to be found. Returning to his village, he discovers it to be larger than he remembers and filled with people in unfamiliar clothing, none of whom recognize him. When asked how he voted in the election that has just been held, he declares himself a loyal subject of King George III, unaware that the American Revolution has taken place in his absence. He learns that many of his old friends were either killed in the war or have left the village, and is disturbed to find a young man who shares his name, mannerisms, and younger appearance. A young woman states that her father is Rip Van Winkle, who has been missing for 20 years, and an old woman recognizes him as Rip. The young woman and the young Rip are his children, and the former has named her infant son after him as well. Rip discovers that his wife has been dead for some time, but is overall not saddened by the news. He learns via a village elder that the men he met in the mountains are rumored to be ghosts of the crew of the Halve Maen (Half-Moon), captained by English sea explorer Henry Hudson. His daughter takes him into her home, and he soon resumes his usual idleness (unconcerned by the major political changes during his slumber) and begins telling his story to every stranger who visits the village. The tale is solemnly taken to heart (despite some assuming him to be insane) by the settlers, particularly by the children who say that, whenever thunder is heard, the men in the mountains must be playing nine-pins."
tt0004537,movie,Rip Van Winkle,Rip Van Winkle,1914,\N,"Drama,Fantasy",5.6,39.0,\N,"Rip Van Winkle, a Dutch-American man with a habit of avoiding useful work, lives in a village at the foot of New Yorks Catskill Mountains in the years before the American Revolution. One day, he goes squirrel hunting in the mountains with his dog Wolf to escape his wifes nagging. As evening falls, he hears a voice calling his name and finds a man dressed in antiquated Dutch clothing and carrying a keg. Rip helps the man carry his burden to a cleft in the rocks from which thunderous noises are emanating; the source proves to be a group of ornately-dressed (seemingly of distinctly colonial Dutch outfit) and bearded men playing nine-pins. Not asking who these men are or how they know his name, Rip joins them in drinking flagons of alcohol from the keg he has helped carry and soon becomes so intoxicated that he falls asleep. Rip awakens on a sunny morning, at the spot where he first saw the keg-carrier, and finds that many drastic changes have occurred; his beard is a foot long and has turned gray, his musket is badly deteriorated, and Wolf is nowhere to be found. Returning to his village, he discovers it to be larger than he remembers and filled with people in unfamiliar clothing, none of whom recognize him. When asked how he voted in the election that has just been held, he declares himself a loyal subject of King George III, unaware that the American Revolution has taken place in his absence. He learns that many of his old friends were either killed in the war or have left the village, and is disturbed to find a young man who shares his name, mannerisms, and younger appearance. A young woman states that her father is Rip Van Winkle, who has been missing for 20 years, and an old woman recognizes him as Rip. The young woman and the young Rip are his children, and the former has named her infant son after him as well. Rip discovers that his wife has been dead for some time, but is overall not saddened by the news. He learns via a village elder that the men he met in the mountains are rumored to be ghosts of the crew of the Halve Maen (Half-Moon), captained by English sea explorer Henry Hudson. His daughter takes him into her home, and he soon resumes his usual idleness (unconcerned by the major political changes during his slumber) and begins telling his story to every stranger who visits the village. The tale is solemnly taken to heart (despite some assuming him to be insane) by the settlers, particularly by the children who say that, whenever thunder is heard, the men in the mountains must be playing nine-pins."
tt0004538,movie,The Rise of the Johnsons,The Rise of the Johnsons,1914,\N,"Comedy,Short",,,nm0614395,"Steve Johnson and his wife are down on their luck. Steve borrows some money from the grocery man, but rather than buying groceries, he is persuaded to join a game of craps on the upper floor of a nearby house. When the game attracts the attention of the police, the gamblers try to escape by sliding down a chute from an upstairs window, only to find that the cops have parked a paddy wagon at the bottom of the chute. While the others slide down into the wagon, Steve gathers up the money and escapes by another window. The next day he pays off his bills and returns home to a lavish banquet, accompanied by two new servants."
tt0004544,movie,Rose of the Alley,Rose of the Alley,1916,50,"Crime,Drama",,,nm0394524,"The plot is detailed in The Moving Picture World magazine as follows:Tom Drogan, addicted to gambling and drink, is the object of a good mothers devotion. His sister, Nell, is much more susceptible to her mothers good teachings, and has grown like a flower among weeds, with a great affection for both and an innocence that marks her apart entirely from her surroundings. One of Toms drunken escapades so affects his mother that in her efforts to get him to their tenement room she is attacked with heart trouble which proves fatal. Her dying words are to Nell to be patient with Tom. He has been sent by Nell for the doctor and in his inebriate condition has forgotten all about the ill mother, and has been induced to go into a saloon and indulge further, finally remembering his errand and bringing the physician too late.Tom brings Kid Hogan to the flat some days later to pay him a gambling debt. A dispute leads to the shooting of Hogan through the forearm and his brother, a cheap ward politician and plain-clothes man in the police department, hears the shot from the street, meets Tom, as he tries to get away, and is about to arrest him when Tom charges Hogan with having tried to assault Nell. Although Hogan knows he is innocent, he realizes the gravity of the charge and tells his brother to let Tom go - hell get even. Nell assents to the charge her brother makes to shield him and Hogan decides he will get a woman associate of his who lives in the next apartment, to frame-up the girl.Hogan and two of his friends try to shoot Tom from a roof, but miss him. The girl, Mamie, then sets about getting Nell in the toils - asks her to go with her to buy a hat. On their way Mamie accosts two men, and Hogans brother, who is conveniently near, arrests Nell, making no attempt to catch the fleeing Mamie. Frank Roberts, Nells suitor, happens on the scene and pilots her safely through the affair. Meanwhile Tom has heard of the framing-up of Nell, and seeks Hogan, whom he knows is at the bottom of it. He finds him, with his girl, in a cheap dance hall, and there their respective gangs engage in a fight, in which several guerrillas are killed, while others make spectacular getaways.In this fracas Tom is mortally wounded, while Hogan is killed. Tom gets to their flat, just before Frank and Nell arrive from the station house. Toms dying words to Nell are: ""dont let em get me, sis. Bar the door."" While the pursuing officers are hammering the door in, Tom drops the revolver, and Nell picks it up, crazed with the single thought of protecting her brother, just as she had promised her mother to do. Just as the officers break in the door Frank knocks her revolver up as she fires. It is too late - the brother is dead."
tt0004565,movie,The School for Scandal,The School for Scandal,1914,\N,Comedy,,,nm0119138,
tt0004578,movie,Shadowed,Shadowed,1914,\N,"Comedy,Short",,,nm0806565,"Salesman Fred J. Johnson manages to hit a hole-in-one as he plays golf one day, and he writes his initials and the date on the lucky ball. He swings at the same ball once more, but sends it into a ditch instead of towards the hole. When he goes to the ditch to get the ball, he finds a dead woman, as well, and next to the body lies a small package, which contains plates for forging dollar bills.Fred takes the package from the dead woman.The returning murderer and his wife find Freds marked golf ball upon returning for the packet of plates, and suspect that a man with the initials F.J. has taken the package. Before leaving, the man raises his voice in the culvert, because he suspects the golfer is in hiding, and  warns ""F.J."" not to go to the police with the package, threatening to kill him and his whole family if he does.Fred goes back to his family, and opens the package, finding the address to a print shop with the plates. He doesnt call the police, remembering the threat. Returning to their boss, Lefty, the couple are chastized for losing the package, and punishment is subtlety suggested by him whilst playing Patience, Solitaire: the ""Boys wont like it"" sic.The murder is all over the news the next day, and Fred discovers that his lucky charm is missing from the chain of his watch. His daughter Carol goes out on a date with a banker named Mark Bellaman, and his other daughter Ginny goes to the golf course with her young beau Lester Binkey, a budding criminologist. Examining the location where the body was found, she finds her fathers lucky charm.Pretending to be a detective investigating the crime, the murderer returns to the golf club, and bullies a gardener into giving him a list of those who played the golf course the day before. He hears Ginny speak her name, and realizes she is Freds daughter. He offers to drive her home to her father, saying he is an old friend of his.When Fred goes to send the plates to the police anonymously by mail, he is followed by Lefty, who is only prevented from seizing them because a policeman friend of Freds just happens to stop and speak to him.Ginny is called in to speak to Lt. Braden about the murder, because she ran away when a policeman approached her and Lester at the golf course. This leads Braden to question Fred, and his suspicions are raised when Fred gives a contradictory account of Lesters conversation with him than the one Lester gave at the police station. Braden orders one of his men, Sellers, to tail Fred afterwards.Later that night, Ginny is kidnapped by Lefty and his gang. They tell Fred that she will be killed if he doesnt give them the plates. They agree on an exchange, but Fred wont give the plates away even after Ginny is returned safely. Tony, the murderer, pulls a gun on him, but his wife Edna panics and rushes to the window to scream for help. Tony shoots Edna in the back, and Fred manages to knock down Tony with a golf club. Confronting Lefty whilst holding the club, Fred warns him not to move by telling him how long hes been using them, so Lefty sits down, and waits for the police to arrive.In the papers the next day, Fred is mentioned as a hero who caught the murderer.The family is reunited in happiness."
tt0004582,movie,She Stoops to Conquer,She Stoops to Conquer,1914,\N,"Comedy,Short",,,nm0875869,
tt0004591,movie,Should a Woman Divorce?,Should a Woman Divorce?,1914,\N,Drama,,,nm0571760,"Grace Roberts (played by Lea Leland), marries rancher Edward Smith, who is revealed to be a neglectful, vice-ridden spouse.  They have a daughter, Vivian.  Dr. Franklin (Leonid Samoloff) whisks Grace away from this unhappy life, and they move to New York under aliases, pretending to be married (since surely Smith would not agree to a divorce).  Grace and Franklin have a son, Walter (Milton S. Gould).  Vivian gets sick, however, and Grace and Franklin return to save her.   Somehow this reunion, as Smith had assumed Grace to be dead, causes the death of Franklin.   This plot device frees Grace to return to her fathers farm with both children."
tt0004605,movie,A Small Town Girl,A Small Town Girl,1915,30,"Drama,Short",,,nm0245385,"Ruths uncle is the proprietor of the only hotel in Maplehurst, a small rural town. When she was orphaned years earlier, she was adopted by her uncle. Dick, a young hotel clerk now loves her dearly. Ruth cares for Dick, but feels he is too rustic. One day, a slick young Snob from the East arrives in Maplehurst and Ruth is taken in by his flashy clothes and fast car. Dick is crushed when his sweetheart goes off with the scoundrel. On one of her long drives with the snob, they stop at an inn, where he gets her drunk and takes advantage of her, impregnating her.When he moves back East, Ruth follows him, but he soon tires of her and throws her to the curb. She later gives birth to their child in a rundown big city boarding house, and the snobs family refuses to even see her when she goes to them for help. A local pimp (Lon Chaney) suggests that she become a prostitute, and Ruth starts to consider suicide; however, an elderly, childless couple take an interest in her and her baby.Ruth decides to write her uncle for help, and Dick intercepts the letter and sends her money. Her uncle soon after passes away, and Dick inherits the hotel. He searches for Ruth to bring her back home. Meanwhile, the Snob has gone West, where the rugged environment has made a man out of him. He comes back to Ruth ready to accept his paternal responsibility, but she scorns him and refuses to even let him see their child."
tt0004606,movie,Smashing the Vice Trust,Smashing the Vice Trust,1914,\N,"Crime,Drama",,,nm1868732,"Criminal Lucky Lombardi notices that profits are down in his vice empire and has him henchman begin a campaign of recruiting of kidnapping pretty high school girls to work for him as prostitutes, even as he backs a campaign to crack down on vice targeted at his rivals."
tt0004617,movie,The Song of Solomon,The Song of Solomon,1914,\N,"Drama,Short",,,nm0587929,"The poem proper begins with the womans expression of desire for her lover and her self-description to the ""daughters of Jerusalem"": she insists on her sun-born blackness, likening it to the ""tents of Kedar"" (nomads) and the ""curtains of Solomon"". A dialogue between the lovers follows: the woman asks the man to meet; he replies with a lightly teasing tone. The two compete in offering flattering compliments (""my beloved is to me as a cluster of henna blossoms in the vineyards of En Gedi"", ""an apple tree among the trees of the wood"", ""a lily among brambles"", while the bed they share is like a forest canopy). The section closes with the woman telling the daughters of Jerusalem not to stir up love such as hers until it is ready.The woman recalls a visit from her lover in the springtime. She uses imagery from a shepherds life, and she says of her lover that ""he pastures his flock among the lilies"".The woman again addresses the daughters of Jerusalem, describing her fervent and ultimately successful search for her lover through the night-time streets of the city. When she finds him she takes him almost by force into the chamber in which she was conceived. She reveals that this is a dream, seen on her ""bed at night"", and ends by again warning the daughters of Jerusalem ""not to stir up love until it is ready"".The next section reports a royal wedding procession. Solomon is mentioned by name, and the daughters of Jerusalem are invited to come out and see the spectacle.The man describes his beloved: Her eyes are like doves, her hair is like a flock of goats, her teeth like shorn ewes, and so on from face to breasts. Place-names feature heavily: her neck is like the Tower of David, her smell like the scent of Lebanon. He hastens to summon his beloved, saying that he is ravished by even a single glance. The section becomes a ""garden poem"", in which he describes her as a ""locked garden"" (usually taken to mean that she is chaste). The woman invites the man to enter the garden and taste the fruits. The man accepts the invitation, and a third party tells them to eat, drink, ""and be drunk with love"".The woman tells the daughters of Jerusalem of another dream. She was in her chamber when her lover knocked. She was slow to open, and when she did, he was gone. She searched through the streets again, but this time she failed to find him and the watchmen, who had helped her before, now beat her. She asks the daughters of Jerusalem to help her find him, and describes his physical good looks. Eventually, she admits her lover is in his garden, safe from harm, and committed to her as she is to him.The man describes his beloved; the woman describes a rendezvous they have shared. (The last part is unclear and possibly corrupted.)The people praise the beauty of the woman. The images are the same as those used elsewhere in the poem, but with an unusually dense use of place-names, e.g., pools of Hebron, gate of Bath-rabbim, tower of Damascus, etc. The man states his intention to enjoy the fruits of the womans garden. The woman invites him to a tryst in the fields. She once more warns the daughters of Jerusalem against waking love until it is ready.The woman compares love to death and Sheol: love is as relentless and jealous as these two, and cannot be quenched by any force. She summons her lover, using the language used before: he should come ""like a gazelle or a young stag upon the mountain of spices""."
tt0004619,movie,The Soul Mate,The Soul Mate,1914,\N,"Drama,Short",,,nm0334918,"The foundation chair, Wyck, clears his throat just before describing Susans death as an ""accident"", making George suspect Wyck thinks he murdered Susan. Jerry suggests he put a running tape recorder in his briefcase and leave it behind at the next board meeting so he can hear what the board members say about him in his absence. Following Jerrys advice, George returns to find the briefcase damaged and the tape with a recording of the horrified exclamations ""What are you doing?!"" and ""Dear God!"" followed by a loud thud. After struggling to come up with a theory which could explain this, George confronts the board with the recording. Wyck claims Quint was moving a chair and dropped it on the briefcase. He offers no explanation for the horrified cries, but George is satisfied with his story and leaves with his briefcase this time. He thus misses the board members casually commenting that they all believe he murdered Susan.Elaine insists she has no desire to have a baby. When a man, Kevin, overhears her declaration and seconds it, she starts dating him. However, when Kevin tells her he got a vasectomy, she gets second thoughts about whether she wants to have children.Kramer falls in love with Jerrys girlfriend Pam, but is restrained by loyalty to Jerry. When Elaine tells Kramer that Jerry is not in love with Pam, he gets the confidence to confront Jerry about his feelings. However, his praises for Pam convince Jerry that she is too good a woman to let go of. Kramer enlists Newmans help; the smooth-talking Newman feeds Kramer romantic lines which enable him to win Pams heart. When Newman taunts Jerry over this, Jerry convinces him to stop helping Kramer in exchange for advice on wooing his obsession, Elaine. His advice is that Elaine doesnt want children.Pam tells Jerry and Kramer that she has feelings for them both and cant choose between them. She mentions she doesnt want to have children, so they line up with Newman for their own vasectomies. Elaine and Kevin go to get his vasectomy reversed. Realizing Elaine must have changed her mind about children, Jerry and Newman leave before their scheduled vasectomies, but after Kramer gets his."
tt0004621,movie,The Sound of Her Voice,The Sound of Her Voice,1914,\N,"Drama,Romance,Short",,,nm0002061,"The crew of the Defiant receive a distress call from Captain Lisa Cusak, a Starfleet officer stranded on an alien world by herself, after her ship, the Olympia, has been destroyed. After establishing communication with her, they discover that the planet she is stranded has a high concentration of carbon dioxide in the atmosphere, which will eventually kill her without regular doses of ""triox"" medication, and her supplies of it are running low. Dr. Bashir (Alexander Siddig) tells her to cut her dose so that she will survive the six days that it will take the Defiant to reach the planet. Captain Cusak asks that they keep a constant conversation going with her to keep her alert and to make her feel less isolated.As they converse with her, the Defiant crew becomes closer to Captain Cusak. Captain Sisko (Avery Brooks) confides in her that he is uncomfortable having his girlfriend Kasidy Yates aboard the Defiant; Cusak advises him against mixing his professional and personal life. She helps Bashir and chief engineer Miles OBrien (Colm Meaney) realize they have been letting the stress of their work and the ongoing war isolate them from their friends.When Cusaks supply of triox runs low, Sisko orders power diverted from weapons to allow the Defiant to travel at a higher speed. They arrive at the planet shortly after Cusak has fallen unconscious, giving them a limited amount of time to find her. After figuring out how to get their shuttlecraft past a strange energy field that surrounds the planet, the crew finds that Cusak has been dead for roughly three years. OBrien theorizes that the energy field caused their communications to travel through time. Sisko orders them to collect Cusaks body and gives her a proper burial back on Deep Space Nine as a Starfleet officer and trusted friend.Meanwhile, Quark (Armin Shimerman) talks Odo (René Auberjonois) into planning a date with Major Kira (Nana Visitor) for their one-month anniversary. He tells budding writer Jake Sisko (Cirroc Lofton), who is writing a story about criminals, that while Odo is occupied he will sell rare crystals for profit. However, Odo decides to move his romantic evening to the following night, ruining Quarks plan. Taking pity on him, Odo decides to let him off this one time and has his evening with Kira when he originally planned."
tt0004643,movie,The Strange Story of Sylvia Gray,The Strange Story of Sylvia Gray,1914,40,"Drama,Mystery,Romance",4.8,21.0,nm0309130,"Henry and Sylvia Gray live in poverty with their baby daughter, Silvery, and the babys nurse, Margy.  Henry is a struggling playwright, who is pinning all their financial future on the sale of his latest play.  When notice comes that the play has been rejected by a manager, they are devastated. Tired of poverty, Sylvia leaves, taking Silvery and Margy with her, and goes to live with a wealthy clubman. After she leaves, but before he realizes it, another play manager arrives and pays Henry $5000 for his play. He hides the money in the wall of their apartment, then goes to tell Sylvia.  When he discovers that she has deserted him, he goes out of his mind, causing him to go blind and lose his memory. He then becomes a wanderer.Sylvia and her lover, Lennox, have moved to a different city. When she discovers that he intends to leave her for a younger woman, Lucy Reynolds, she becomes irate and kills him in a fit of anger. She is arrested, and Margy flees with Silvery.  She brings the young child back to her fathers apartment, but finds him gone. She decides to raise the child as her own.Twenty years pass, and Silvery has now grown up to a beautiful young woman, who works as an artists model. She is also in love with her artist boss, Vanveldt.  Things are progressing nicely between them, until she meets a hypnotist, Dr. Frankenstein, who she begins working for on the side, much to the chagrin of his jealous wife, Vivette. Frankenstein puts Silvery under his spell, forcing her to leave Vanveldt and be with him. Meanwhile, Henry returns home from his wanderings, and coincidently so does Sylvia, who has served her time in prison. She begins to care for Henry, who still has no memory of the missing $5000.  When Silvery and Frankenstein visit her parents, he learns of the missing money, and concocts a plan to steal the funds if Henry can remember where he put it. As Sylvia continues her ministrations, Henrys memory returns.Frankenstein hypnotizes Silvery to force her to stab her father to death, and take the money. However, just as she is about to perform the dead, Vivette arrives and kills Frankenstein in a jealous rage, breaking his hold over Silvery. Released from Frankensteins spell, she returns to Vanveldt, and the two become engaged, while Sylvia and Henry are reconciled to one another."
